Number,Year,Date,Source,Plant Height,Stem Diameter,Leaf Width,Leaf Length,NDVI,RVI,LNC,LNA,LAI,LDW,Photo Path,Sensor Path,label_3class,label_5class,label_treatment,insect,disease,growth_state,Air_Temperature,Relative_Humidity,Light_Intensity,CO2,Soil_Moisture,Soil_Temperature,split
L121,2024,20241030,2024,181.0,14.0,23.0,37.0,0.35,3.37,2.02,0.16,1.87,0.08,"images/111,211/1730276061_1730275864_4.jpg;images/111,211/1730333738_1730333464_4.jpg;images/111,211/1730340945_1730340664_4.jpg;images/111,211/1730355349_1730355064_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L122,2024,20241030,2024,204.0,12.0,41.0,55.0,0.61,2.32,1.73,0.22,1.48,0.07,"images/111,211/1730276061_1730275864_4.jpg;images/111,211/1730333738_1730333464_4.jpg;images/111,211/1730340945_1730340664_4.jpg;images/111,211/1730355349_1730355064_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L123,2024,20241030,2024,160.0,15.0,29.0,30.0,0.5,3.0,2.04,0.14,1.82,0.07,"images/111,211/1730276061_1730275864_4.jpg;images/111,211/1730333738_1730333464_4.jpg;images/111,211/1730340945_1730340664_4.jpg;images/111,211/1730355349_1730355064_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L214,2024,20241030,2024,202.0,11.0,33.0,44.0,0.4,1.18,2.31,0.21,1.8,0.07,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L215,2024,20241030,2024,169.0,14.0,38.0,49.0,0.51,2.48,1.57,0.2,1.22,0.07,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L216,2024,20241030,2024,145.0,12.0,39.0,29.0,0.52,3.36,3.05,0.19,1.45,0.08,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L224,2024,20241030,2024,157.0,15.0,18.0,39.0,0.47,2.93,2.04,0.21,2.12,0.08,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L225,2024,20241030,2024,165.0,8.0,24.0,35.0,0.36,3.66,2.98,0.22,1.75,0.08,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L226,2024,20241030,2024,203.0,14.0,19.0,48.0,0.44,3.32,1.82,0.15,1.57,0.07,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L211,2024,20241030,2024,179.0,13.0,36.0,43.0,0.48,3.1,2.42,0.17,1.36,0.07,"images/111,211/1730276061_1730275864_4.jpg;images/111,211/1730333738_1730333464_4.jpg;images/111,211/1730340945_1730340664_4.jpg;images/111,211/1730355349_1730355064_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L212,2024,20241030,2024,186.0,14.0,39.0,43.0,0.45,2.69,2.7,0.22,1.83,0.08,"images/111,211/1730276061_1730275864_4.jpg;images/111,211/1730333738_1730333464_4.jpg;images/111,211/1730340945_1730340664_4.jpg;images/111,211/1730355349_1730355064_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L213,2024,20241030,2024,190.0,14.0,23.0,41.0,0.41,3.1,2.22,0.18,1.54,0.08,"images/111,211/1730276061_1730275864_4.jpg;images/111,211/1730333738_1730333464_4.jpg;images/111,211/1730340945_1730340664_4.jpg;images/111,211/1730355349_1730355064_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L221,2024,20241030,2024,177.0,18.0,21.0,24.0,0.54,2.69,2.41,0.19,2.21,0.07,"images/111,211/1730276061_1730275864_4.jpg;images/111,211/1730333738_1730333464_4.jpg;images/111,211/1730340945_1730340664_4.jpg;images/111,211/1730355349_1730355064_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L222,2024,20241030,2024,153.0,14.0,43.0,41.0,0.51,2.38,2.14,0.16,1.77,0.07,"images/111,211/1730276061_1730275864_4.jpg;images/111,211/1730333738_1730333464_4.jpg;images/111,211/1730340945_1730340664_4.jpg;images/111,211/1730355349_1730355064_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L223,2024,20241030,2024,126.0,12.0,31.0,40.0,0.42,2.44,2.26,0.15,1.57,0.07,"images/111,211/1730276061_1730275864_4.jpg;images/111,211/1730333738_1730333464_4.jpg;images/111,211/1730340945_1730340664_4.jpg;images/111,211/1730355349_1730355064_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L311,2024,20241030,2024,123.0,15.0,29.0,41.0,0.43,2.42,2.65,0.13,1.61,0.07,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L312,2024,20241030,2024,178.0,13.0,32.0,52.0,0.53,3.07,2.94,0.11,2.24,0.08,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L313,2024,20241030,2024,176.0,12.0,24.0,45.0,0.55,2.66,2.27,0.19,2.05,0.07,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L321,2024,20241030,2024,177.0,12.0,34.0,49.0,0.55,2.43,2.78,0.19,1.71,0.07,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L322,2024,20241030,2024,183.0,13.0,22.0,33.0,0.54,1.95,2.84,0.18,1.58,0.08,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L323,2024,20241030,2024,203.0,13.0,41.0,38.0,0.7,1.98,1.9,0.17,1.66,0.07,"images/214,311/1730247413_1730247104_5.jpg;images/214,311/1730254629_1730254306_5.jpg;images/214,311/1730268984_1730268703_5.jpg;images/214,311/1730276129_1730275891_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
CK11,2024,20241030,2024,219.0,15.0,18.0,32.0,0.45,3.12,2.28,0.19,1.79,0.08,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
CK12,2024,20241030,2024,101.0,8.0,21.0,24.0,0.54,2.34,3.07,0.15,1.46,0.07,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
CK13,2024,20241030,2024,158.0,10.0,30.0,33.0,0.35,2.89,2.76,0.19,2.15,0.08,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
CK21,2024,20241030,2024,169.0,17.0,23.0,35.0,0.44,2.85,2.58,0.21,1.64,0.07,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
CK22,2024,20241030,2024,177.0,12.0,25.0,43.0,0.32,2.94,2.63,0.11,1.57,0.08,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
CK23,2024,20241030,2024,199.0,10.0,37.0,50.0,0.38,3.1,2.5,0.17,1.91,0.07,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L411,2024,20241030,2024,126.0,12.0,31.0,40.0,0.42,2.44,2.26,0.15,1.57,0.07,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L412,2024,20241030,2024,161.0,14.0,33.0,42.0,0.45,2.88,2.09,0.17,2.03,0.08,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L413,2024,20241030,2024,133.0,10.0,13.0,26.0,0.52,2.35,1.98,0.09,2.09,0.08,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L421,2024,20241030,2024,151.0,12.0,36.0,33.0,0.5,2.7,2.74,0.13,1.52,0.08,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L422,2024,20241030,2024,150.0,14.0,22.0,47.0,0.38,2.67,2.29,0.2,1.99,0.07,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L423,2024,20241030,2024,139.0,13.0,35.0,53.0,0.47,2.53,2.7,0.2,1.58,0.07,"images/11,411/1730254804_1730254350_6.jpg;images/11,411/1730269122_1730268734_6.jpg;images/11,411/1730276237_1730275918_6.jpg;images/11,411/1730333968_1730333539_6.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L511,2024,20241030,2024,126.0,12.0,31.0,40.0,0.42,2.44,2.26,0.15,1.57,0.07,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L512,2024,20241030,2024,152.0,16.0,38.0,51.0,0.67,2.64,2.33,0.13,1.58,0.08,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L513,2024,20241030,2024,178.0,12.0,25.0,36.0,0.38,2.89,2.69,0.17,2.02,0.07,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L521,2024,20241030,2024,176.0,16.0,37.0,42.0,0.58,2.33,1.96,0.18,1.7,0.07,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L522,2024,20241030,2024,144.0,10.0,30.0,33.0,0.5,3.19,2.53,0.19,1.7,0.08,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L523,2024,20241030,2024,188.0,13.0,33.0,42.0,0.32,3.34,2.24,0.18,1.75,0.07,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L611,2024,20241030,2024,126.0,12.0,31.0,40.0,0.42,2.44,2.26,0.15,1.57,0.07,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L612,2024,20241030,2024,126.0,12.0,31.0,40.0,0.42,2.44,2.26,0.15,1.57,0.07,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L613,2024,20241030,2024,137.0,13.0,24.0,26.0,0.34,3.02,2.65,0.14,1.65,0.07,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L621,2024,20241030,2024,188.0,14.0,26.0,37.0,0.58,1.7,2.46,0.23,2.12,0.08,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L622,2024,20241030,2024,168.0,10.0,43.0,50.0,0.43,2.17,3.06,0.21,2.08,0.07,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L623,2024,20241030,2024,171.0,14.0,30.0,42.0,0.53,2.89,2.46,0.16,2.07,0.08,"images/511,611/1730247292_1730247064_4.jpg;images/511,611/1730254509_1730254264_4.jpg;images/511,611/1730268885_1730268664_4.jpg;images/511,611/1730276032_1730275863_4.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L514,2024,20241030,2024,195.0,12.0,39.0,54.0,0.42,1.96,2.42,0.26,1.99,0.08,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L515,2024,20241030,2024,176.0,15.0,26.0,40.0,0.39,2.72,2.62,0.18,1.88,0.07,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L516,2024,20241030,2024,158.0,11.0,28.0,36.0,0.52,3.49,2.59,0.21,1.66,0.07,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L524,2024,20241030,2024,205.0,14.0,27.0,34.0,0.4,3.22,2.55,0.18,1.69,0.08,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L525,2024,20241030,2024,183.0,14.0,21.0,35.0,0.39,2.58,3.37,0.2,1.52,0.08,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L526,2024,20241030,2024,211.0,14.0,34.0,51.0,0.4,2.88,2.71,0.17,1.96,0.08,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L614,2024,20241030,2024,199.0,17.0,31.0,40.0,0.46,2.97,3.21,0.22,1.85,0.09,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L615,2024,20241030,2024,222.0,11.0,38.0,50.0,0.4,2.74,2.95,0.15,1.42,0.07,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L616,2024,20241030,2024,169.0,11.0,27.0,38.0,0.5,3.76,2.58,0.19,1.48,0.08,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
L624,2024,20241030,2024,146.0,11.0,40.0,43.0,0.45,2.88,2.31,0.15,1.4,0.07,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L625,2024,20241030,2024,201.0,11.0,24.0,29.0,0.5,2.69,1.68,0.12,1.06,0.07,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
L626,2024,20241030,2024,186.0,12.0,19.0,37.0,0.41,1.71,2.85,0.23,2.04,0.07,"images/514,614/1730254673_1730254313_5.jpg;images/514,614/1730269021_1730268705_5.jpg;images/514,614/1730276149_1730275892_5.jpg;images/514,614/1730333852_1730333505_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
R114,2024,20241030,2024,217.0,14.0,14.0,34.0,0.58,2.63,2.17,0.2,2.43,0.07,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
R115,2024,20241030,2024,151.0,13.0,22.0,39.0,0.33,3.18,1.8,0.19,1.76,0.07,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
R116,2024,20241030,2024,162.0,13.0,31.0,34.0,0.53,2.12,1.85,0.19,1.4,0.07,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
R124,2024,20241030,2024,142.0,15.0,19.0,44.0,0.5,2.94,2.3,0.17,1.64,0.08,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
R125,2024,20241030,2024,163.0,14.0,37.0,50.0,0.37,2.7,2.81,0.17,1.58,0.07,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
R126,2024,20241030,2024,222.0,11.0,21.0,44.0,0.38,2.03,1.41,0.15,1.45,0.08,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,1,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
R217,2024,20241030,2024,158.0,13.0,20.0,46.0,0.5,3.55,2.61,0.16,1.63,0.08,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
R218,2024,20241030,2024,142.0,16.0,43.0,47.0,0.5,2.14,2.75,0.19,2.32,0.07,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
R219,2024,20241030,2024,182.0,16.0,33.0,52.0,0.52,2.47,2.98,0.16,1.65,0.07,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
R227,2024,20241030,2024,126.0,12.0,31.0,40.0,0.42,2.44,2.26,0.15,1.57,0.07,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
R228,2024,20241030,2024,168.0,11.0,27.0,41.0,0.64,2.58,2.83,0.18,1.72,0.07,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,val
R229,2024,20241030,2024,184.0,12.0,32.0,40.0,0.43,2.97,2.94,0.2,1.47,0.07,"images/114,217/1730269290_1730268754_7.jpg;images/114,217/1730276366_1730275943_7.jpg;images/114,217/1730334170_1730333577_7.jpg;images/114,217/1730341393_1730340782_7.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
R2110,2024,20241030,2024,155.0,11.0,19.0,32.0,0.54,3.19,2.85,0.23,1.96,0.08,"images/2110,314/1730254827_1730254343_6.jpg;images/2110,314/1730269140_1730268727_6.jpg;images/2110,314/1730276267_1730275915_6.jpg;images/2110,314/1730334018_1730333542_6.jpg",../data.csv,Healthy,Healthy,2,No,No,A,17.8754,78.0156,0.5281,471.9653,27.487,18.3694,train
